name_song,popularity_songs,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,followers,genres,name_artists,popularity_artists,release_year,cluster
Paperhouse - 2011 Remastered,28,448893,0,0.475,0.894,2,-9.436,1,0.0681,0.033,0.691,0.153,0.377,121.759,4,212471.0,"['alternative rock', 'art rock', 'dance-punk', 'experimental', 'experimental rock', 'krautrock', 'neo-psychedelic', 'post-punk', 'psychedelic rock', 'space rock']",CAN,54,1971.0,0
She Brings the Rain,35,247641,0,0.501,0.156,5,-12.603,1,0.0366,0.802,0.00266,0.0972,0.0671,104.562,4,212471.0,"['alternative rock', 'art rock', 'dance-punk', 'experimental', 'experimental rock', 'krautrock', 'neo-psychedelic', 'post-punk', 'psychedelic rock', 'space rock']",CAN,54,1972.0,2
Shikako MaruTen,16,198037,0,0.766,0.56,11,-12.426,0,0.0518,0.0357,0.895,0.111,0.819,159.197,1,212471.0,"['alternative rock', 'art rock', 'dance-punk', 'experimental', 'experimental rock', 'krautrock', 'neo-psychedelic', 'post-punk', 'psychedelic rock', 'space rock']",CAN,54,1972.0,0
Turtles Have Short Legs,16,205219,0,0.745,0.87,2,-8.973,1,0.042,0.0325,0.0091,0.138,0.919,109.241,4,212471.0,"['alternative rock', 'art rock', 'dance-punk', 'experimental', 'experimental rock', 'krautrock', 'neo-psychedelic', 'post-punk', 'psychedelic rock', 'space rock']",CAN,54,1972.0,0
Halleluwah - Edit,15,218285,0,0.679,0.965,7,-8.106,1,0.0429,0.0104,0.817,0.0668,0.628,91.674,4,212471.0,"['alternative rock', 'art rock', 'dance-punk', 'experimental', 'experimental rock', 'krautrock', 'neo-psychedelic', 'post-punk', 'psychedelic rock', 'space rock']",CAN,54,1972.0,0
Take Five,40,298627,0,0.49,0.449,5,-10.348,0,0.0453,0.51,0.114,0.0658,0.688,169.469,5,2180.0,['shakuhachi'],Minoru Muraoka,28,1970.0,0
The Positive and the Negative,24,564773,0,0.477,0.487,7,-11.238,1,0.137,0.328,0.719,0.0663,0.427,97.435,4,2180.0,['shakuhachi'],Minoru Muraoka,28,1970.0,2
Nogamigawa Funauta,19,239427,0,0.447,0.12,6,-13.258,0,0.0364,0.886,0.0827,0.0866,0.399,113.684,4,2180.0,['shakuhachi'],Minoru Muraoka,28,1970.0,2
Soul Bamboo,18,331893,0,0.448,0.376,7,-11.272,0,0.18,0.727,0.0103,0.0681,0.0619,153.567,4,2180.0,['shakuhachi'],Minoru Muraoka,28,1970.0,2
Let Me In,39,219173,0,0.18,0.453,0,-10.914,1,0.0336,0.678,0.0,0.375,0.427,164.328,4,64669.0,['bubblegum pop'],The Osmonds,42,1973.0,2
Down By The Lazy River,25,160600,0,0.597,0.941,11,-4.356,0,0.0856,0.296,0.0,0.31,0.935,142.195,4,64669.0,['bubblegum pop'],The Osmonds,42,1996.0,0
Crazy Horses,28,151093,0,0.521,0.967,2,-5.698,1,0.0588,0.0795,1.13e-06,0.518,0.778,120.033,4,64669.0,['bubblegum pop'],The Osmonds,42,1996.0,0
Sábado Noche,36,249413,0,0.345,0.791,0,-5.972,1,0.0621,0.556,0.154,0.173,0.511,159.074,4,14855.0,['rock nacional'],Moris,35,1978.0,0
Zapatos de gamuza azul - Directo,23,214187,0,0.487,0.974,0,-4.887,1,0.336,0.492,4.01e-06,0.981,0.264,151.417,4,14855.0,['rock nacional'],Moris,35,1987.0,0
Only You - Elvis Presey Cover (Live),22,160729,0,0.446,0.434,7,-9.931,1,0.0353,0.862,4.53e-06,0.531,0.427,116.099,3,18368.0,['classic italian pop'],Iva Zanicchi,40,1976.0,2
"Julie, Do Ya Love Me",37,172838,0,0.425,0.41,9,-15.881,1,0.0341,0.507,2.18e-06,0.3,0.664,82.177,4,29643.0,['bubblegum pop'],Bobby Sherman,29,1970.0,2
The Rapper,36,162693,0,0.822,0.7,9,-6.383,1,0.0326,0.141,0.00827,0.668,0.961,120.376,4,985.0,['bubblegum pop'],The Jaggerz,25,1970.0,0
Las flechas del amor - Little Arrows,34,159707,0,0.565,0.647,6,-7.006,1,0.0481,0.106,0.0,0.321,0.964,107.513,4,27903.0,['ye ye'],Karina,41,1970.0,0
El baúl de los recuerdos,34,155707,0,0.792,0.698,4,-3.796,1,0.0344,0.366,0.0,0.0879,0.832,126.283,4,27903.0,['ye ye'],Karina,41,1970.0,0
¡Oh! Carol,40,139680,0,0.554,0.819,6,-5.245,0,0.0329,0.000321,0.000129,0.225,0.965,130.98,4,27903.0,['ye ye'],Karina,41,1989.0,0
Romeo y Julieta,29,154987,0,0.415,0.866,3,-5.119,1,0.0361,0.0706,0.0,0.247,0.939,132.363,4,27903.0,['ye ye'],Karina,41,1970.0,0
Concierto para enamorados,19,213693,0,0.481,0.491,2,-10.543,0,0.0294,0.606,0.0,0.339,0.719,113.381,4,27903.0,['ye ye'],Karina,41,1971.0,0
"Ven, aquí siempre estaré",15,236427,0,0.512,0.734,9,-8.071,0,0.084,0.382,5.29e-05,0.384,0.872,133.17,4,27903.0,['ye ye'],Karina,41,1974.0,0
La fiesta,27,173293,0,0.407,0.894,6,-5.903,1,0.0982,0.174,0.0445,0.174,0.747,130.442,4,27903.0,['ye ye'],Karina,41,1970.0,0
En un mundo nuevo,15,182173,0,0.273,0.906,5,-4.412,0,0.115,0.892,0.897,0.184,0.4,128.484,4,27903.0,['ye ye'],Karina,41,1971.0,2
Al pasar los años,19,203867,0,0.629,0.507,7,-7.591,1,0.0323,0.222,2.02e-05,0.0511,0.89,124.754,4,27903.0,['ye ye'],Karina,41,1972.0,0
Come Back Again,30,211960,0,0.769,0.604,2,-10.642,1,0.0617,0.0103,0.00142,0.0333,0.612,119.986,4,91163.0,['australian rock'],Daddy Cool,50,1998.0,0
Hi Honey Ho,26,215973,0,0.57,0.69,2,-9.93,1,0.0314,0.00173,0.00102,0.0572,0.778,131.273,4,91163.0,['australian rock'],Daddy Cool,50,1998.0,0
Trinity: titoli,54,185093,0,0.423,0.533,2,-8.277,0,0.0373,0.62,0.000218,0.37,0.356,121.278,4,1365.0,['old west'],Annibale E I Cantori Moderni,41,1971.0,0
Willin',41,218493,0,0.554,0.643,7,-7.697,1,0.0482,0.0615,9.65e-05,0.0413,0.42,76.401,4,11593.0,['country rock'],Commander Cody and His Lost Planet Airmen,41,1975.0,0
Give Up Your Guns,43,254375,0,0.417,0.502,11,-12.621,0,0.0282,0.48,0.00432,0.202,0.66,131.325,4,1058.0,[],The Buoys,32,1971.0,0
Timothy,31,165576,0,0.543,0.787,9,-9.734,0,0.0331,0.196,4.17e-05,0.0804,0.967,139.285,4,1058.0,[],The Buoys,32,1971.0,0
Cumbia cieneguera,42,203311,0,0.874,0.375,0,-10.777,1,0.256,0.735,2.9e-05,0.0425,0.93,108.273,4,222.0,['cumbia'],Alberto Pacheco,30,1971.0,0
Now She's Gone,41,331163,0,0.585,0.563,4,-11.105,0,0.0476,0.0245,0.00656,0.0913,0.209,69.699,4,7614.0,[],Felt,35,1971.0,0
Destination,39,401334,0,0.586,0.384,2,-13.231,1,0.0331,0.208,0.443,0.239,0.696,128.611,4,7614.0,[],Felt,35,1971.0,0
World,39,339615,0,0.296,0.592,11,-10.004,0,0.0485,0.0929,0.448,0.159,0.474,75.674,4,7614.0,[],Felt,35,1971.0,0
Weepin' Mama Blues,26,283098,0,0.332,0.598,7,-10.071,1,0.0509,0.237,0.0181,0.0637,0.782,163.779,3,7614.0,[],Felt,35,1971.0,0
Look At The Sun,25,192075,0,0.51,0.288,6,-9.972,0,0.0256,0.696,0.224,0.13,0.332,72.62,4,7614.0,[],Felt,35,1971.0,2
The Change,24,612357,0,0.382,0.489,7,-9.956,1,0.0605,0.289,0.204,0.198,0.695,126.865,4,7614.0,[],Felt,35,1971.0,0
An Old Fashioned Love Song,40,191293,0,0.387,0.532,10,-7.6,1,0.0443,0.486,3.54e-06,0.0901,0.594,94.237,4,11456.0,[],Paul Williams,55,1971.0,0
Waking Up Alone,25,220120,0,0.381,0.318,2,-12.918,1,0.0515,0.644,5.54e-05,0.134,0.202,153.639,4,11456.0,[],Paul Williams,55,1971.0,2
We've Only Just Begun,28,198760,0,0.445,0.106,5,-21.028,1,0.0343,0.914,0.106,0.108,0.141,152.402,4,11456.0,[],Paul Williams,55,1971.0,2
Simple Man,19,130693,0,0.393,0.0506,9,-20.707,1,0.0456,0.883,0.128,0.124,0.123,68.221,4,11456.0,[],Paul Williams,55,1971.0,2
That's Enough For Me,20,316427,0,0.432,0.119,5,-20.067,1,0.0348,0.738,0.103,0.12,0.19,143.707,4,11456.0,[],Paul Williams,55,1971.0,2
Let Me Be The One,23,179653,0,0.646,0.242,0,-12.919,1,0.0484,0.619,5.68e-06,0.0899,0.139,73.842,4,11456.0,[],Paul Williams,55,1971.0,2
Someday Man,18,173080,0,0.479,0.548,4,-12.372,1,0.0325,0.146,0.0351,0.208,0.812,114.268,4,11456.0,[],Paul Williams,55,1970.0,0
I Never Had It So Good,17,270387,0,0.511,0.425,9,-11.989,1,0.0445,0.297,0.00205,0.0935,0.296,74.644,4,11456.0,[],Paul Williams,55,1971.0,2
Sunny Days,38,256413,0,0.605,0.413,7,-8.031,1,0.0326,0.481,0.0,0.114,0.553,115.313,4,3942.0,['classic canadian rock'],lighthouse,32,1972.0,0
Pretty Lady,25,243933,0,0.43,0.803,5,-6.78,1,0.0495,0.256,1.85e-05,0.331,0.72,124.468,4,3942.0,['classic canadian rock'],lighthouse,32,1973.0,0
Asturias,34,379307,0,0.297,0.186,4,-22.471,0,0.0633,0.95,0.898,0.104,0.224,111.015,3,32608.0,['classical guitar'],John Williams,54,1974.0,2
Recuerdos de la Alhambra,25,210973,0,0.225,0.228,9,-21.551,1,0.041,0.946,0.906,0.0924,0.56,85.26,4,32608.0,['classical guitar'],John Williams,54,1975.0,2
Cavatina from The Deer Hunter,19,186787,0,0.312,0.0652,4,-22.556,1,0.043,0.97,0.933,0.0951,0.235,94.3,3,32608.0,['classical guitar'],John Williams,54,1975.0,2
Gloria,37,365600,0,0.556,0.729,2,-10.282,1,0.0327,0.118,0.00338,0.259,0.558,115.093,4,90761.0,"['blues rock', 'british blues', 'british invasion', 'classic garage rock', 'classic rock', 'folk rock', 'merseybeat', 'protopunk', 'psychedelic rock', 'rock-and-roll']",Them,56,1971.0,0
Baby Please Don't Go,36,290640,0,0.265,0.891,9,-11.323,1,0.091,0.024,0.0473,0.107,0.388,93.272,4,90761.0,"['blues rock', 'british blues', 'british invasion', 'classic garage rock', 'classic rock', 'folk rock', 'merseybeat', 'protopunk', 'psychedelic rock', 'rock-and-roll']",Them,56,1971.0,0
Jo Ann,32,175853,0,0.614,0.766,7,-11.58,1,0.0326,0.588,0.0142,0.102,0.814,132.421,4,90761.0,"['blues rock', 'british blues', 'british invasion', 'classic garage rock', 'classic rock', 'folk rock', 'merseybeat', 'protopunk', 'psychedelic rock', 'rock-and-roll']",Them,56,1970.0,0
Just A Little,12,111120,0,0.589,0.69,9,-11.087,0,0.0425,0.375,0.000102,0.0996,0.618,132.43,4,90761.0,"['blues rock', 'british blues', 'british invasion', 'classic garage rock', 'classic rock', 'folk rock', 'merseybeat', 'protopunk', 'psychedelic rock', 'rock-and-roll']",Them,56,1970.0,0
Rayn,12,172520,0,0.45,0.561,11,-10.953,0,0.111,0.00576,0.0,0.311,0.482,112.071,5,90761.0,"['blues rock', 'british blues', 'british invasion', 'classic garage rock', 'classic rock', 'folk rock', 'merseybeat', 'protopunk', 'psychedelic rock', 'rock-and-roll']",Them,56,1971.0,0
Let My Song Through,12,157133,0,0.52,0.664,9,-9.092,1,0.0296,0.00359,3.28e-06,0.0939,0.728,100.918,4,90761.0,"['blues rock', 'british blues', 'british invasion', 'classic garage rock', 'classic rock', 'folk rock', 'merseybeat', 'protopunk', 'psychedelic rock', 'rock-and-roll']",Them,56,1971.0,0
Más Que Nada,37,145519,0,0.556,0.69,0,-6.21,1,0.0335,0.304,0.0016,0.182,0.774,90.991,4,30773.0,['bossa nova'],Maria Creuza,43,1971.0,0
Insensatez,40,160009,0,0.437,0.146,9,-20.019,0,0.0343,0.502,0.683,0.117,0.172,131.103,4,30773.0,['bossa nova'],Maria Creuza,43,1994.0,2
Voce Abusou,39,236426,0,0.435,0.209,9,-15.551,0,0.0393,0.695,0.0,0.0751,0.522,144.867,4,30773.0,['bossa nova'],Maria Creuza,43,1994.0,0
Dindi,21,160194,0,0.349,0.281,3,-7.946,1,0.03,0.712,0.000367,0.111,0.199,100.652,4,30773.0,['bossa nova'],Maria Creuza,43,1971.0,2
Basta De Saudade,13,110132,0,0.466,0.545,7,-6.286,0,0.0331,0.524,4.45e-06,0.268,0.715,92.912,4,30773.0,['bossa nova'],Maria Creuza,43,1971.0,0
The Albatross,37,191400,0,0.429,0.222,3,-18.285,1,0.0314,0.527,0.0832,0.087,0.419,106.159,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1971.0,2
I'd Love You to Want Me,67,247640,0,0.431,0.543,10,-9.96,1,0.0394,0.122,0.000123,0.0598,0.44,77.507,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1972.0,0
Don't Expect Me to Be Your Friend,47,217907,0,0.513,0.347,1,-13.506,1,0.029,0.273,0.0417,0.0805,0.52,78.811,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1972.0,0
How Can I Tell Her,59,260467,0,0.506,0.279,2,-13.048,1,0.0249,0.613,0.00604,0.0764,0.449,81.651,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1973.0,0
Love Me for What I Am,36,250133,0,0.537,0.494,8,-9.753,1,0.027,0.287,0.0,0.077,0.545,145.956,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1973.0,0
Intro / Me and You and a Dog Named Boo,32,234267,0,0.428,0.404,6,-13.223,1,0.0351,0.188,0.00062,0.0698,0.612,120.405,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1971.0,0
Stoney,24,231320,0,0.497,0.404,10,-12.139,1,0.0262,0.522,4.2e-05,0.133,0.707,86.417,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1973.0,0
We'll Make It -- I Know We Will,21,176000,0,0.77,0.492,6,-14.636,1,0.0328,0.262,0.00044,0.0673,0.827,121.108,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1971.0,0
We'll Be One by Two Today,23,204333,0,0.662,0.495,3,-11.644,1,0.0273,0.177,2.67e-05,0.0524,0.766,100.365,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1971.0,0
Running Deer,25,207240,0,0.63,0.583,2,-14.125,1,0.0359,0.105,0.175,0.194,0.641,90.09,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1972.0,0
Let Me Down Easy,27,165347,0,0.546,0.636,0,-8.917,1,0.0264,0.0762,0.00418,0.259,0.715,101.191,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1972.0,0
Gypsy and the Midnight Ghost,24,190240,0,0.695,0.672,3,-8.463,1,0.0285,0.0718,0.000142,0.0532,0.93,128.575,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1972.0,0
Am I True to Myself,24,212747,0,0.669,0.691,5,-8.567,1,0.0374,0.0662,1.09e-05,0.163,0.927,134.368,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1972.0,0
One and the Same Thing,25,245760,0,0.499,0.37,9,-10.142,1,0.025,0.749,1.36e-06,0.0983,0.648,155.755,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1973.0,0
Hope You're Proud of Me Girl,23,185507,0,0.4,0.506,2,-8.546,1,0.0275,0.458,1.14e-05,0.0821,0.418,77.904,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1973.0,0
Try,23,194040,0,0.338,0.306,2,-10.403,1,0.0275,0.444,0.00131,0.12,0.3,147.07,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1973.0,2
Don't Tell Me Goodnight,26,186317,0,0.502,0.371,9,-12.323,1,0.0278,0.638,0.00159,0.159,0.425,135.499,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1975.0,2
Thinking of You,21,201038,0,0.645,0.308,5,-16.385,1,0.0328,0.425,4.16e-06,0.0832,0.438,116.95,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1975.0,2
A Cowboy Afraid of Horses,22,274785,0,0.525,0.333,7,-12.146,1,0.0299,0.0693,0.00173,0.109,0.161,119.203,3,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1975.0,0
Reaching out for Someone,13,188000,0,0.667,0.581,5,-13.048,1,0.0325,0.0558,0.00314,0.108,0.803,116.029,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1971.0,0
Another Hill to Climb,15,160267,0,0.745,0.598,8,-12.499,1,0.0295,0.336,1.82e-05,0.0674,0.959,120.217,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1971.0,0
There Ain't No Way,23,196827,0,0.636,0.645,2,-10.341,1,0.0284,0.211,0.000157,0.0392,0.835,125.487,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1972.0,0
Simple Man,21,186880,0,0.74,0.741,0,-10.5,1,0.0407,0.177,0.000206,0.0669,0.883,158.659,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1972.0,0
A Big Red Kite,19,246920,0,0.543,0.568,11,-10.601,1,0.0273,0.135,0.000182,0.205,0.781,119.423,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1972.0,0
Suzann,21,140467,0,0.757,0.622,5,-10.763,1,0.0259,0.25,7.78e-05,0.0878,0.937,104.497,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1973.0,0
"It Sure Took a Long, Long Time",17,200320,0,0.469,0.397,4,-11.343,1,0.027,0.42,2.96e-05,0.216,0.536,150.376,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1973.0,0
Goodbye Is Just Another Word,17,223893,0,0.481,0.436,8,-9.801,1,0.0249,0.568,2.91e-05,0.066,0.343,77.471,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1973.0,2
Rock and Roll Days,15,232493,0,0.609,0.721,5,-8.452,1,0.0294,0.506,7.63e-06,0.283,0.882,119.072,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1973.0,0
How Can I Tell Her - Early Mix,14,282920,0,0.472,0.333,2,-11.305,1,0.0274,0.631,0.000325,0.069,0.383,81.928,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1973.0,2
Recycle Sally,16,192067,0,0.844,0.707,9,-8.924,1,0.0482,0.102,0.0108,0.0319,0.973,124.849,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1972.0,0
Pee-Ro Juan Valdez Sam Quixote,17,246453,0,0.794,0.641,7,-10.187,1,0.035,0.196,0.00116,0.0397,0.91,87.575,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1972.0,0
Standing at the End of the Line,15,235467,0,0.633,0.696,6,-8.747,1,0.0261,0.252,7.77e-05,0.221,0.91,130.348,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1973.0,0
I'm the Only One,14,201333,0,0.489,0.184,6,-20.015,1,0.0321,0.597,0.174,0.102,0.489,136.454,3,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1971.0,2
Would I Still Have You,13,226395,0,0.389,0.289,3,-13.974,1,0.0298,0.508,0.00481,0.153,0.199,160.119,4,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1975.0,2
Morning Sun,9,228299,0,0.46,0.323,3,-13.752,1,0.032,0.145,0.00285,0.102,0.241,115.36,3,291411.0,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']",Lobo,59,1975.0,2
Jesahel,36,249197,0,0.576,0.631,9,-8.497,1,0.0304,0.0772,2.69e-05,0.0485,0.874,105.274,4,2816.0,['italian progressive rock'],Delirium,26,1971.0,0
Freelance Fiend - Remastered,35,190533,0,0.257,0.818,2,-4.904,1,0.0909,0.00531,0.000242,0.33,0.741,165.154,4,16856.0,['psychedelic blues-rock'],Leaf Hound,29,1971.0,0
Freelance Fiend,22,190573,0,0.253,0.798,2,-5.283,1,0.104,0.00467,0.000289,0.338,0.687,164.869,4,16856.0,['psychedelic blues-rock'],Leaf Hound,29,1971.0,0
Drowned My Life in Fear - Remastered,21,180027,0,0.319,0.865,4,-2.888,1,0.052,0.0022,0.00358,0.144,0.58,132.483,4,16856.0,['psychedelic blues-rock'],Leaf Hound,29,1971.0,0
El Tercer Jalón,34,151293,0,0.779,0.321,7,-9.401,1,0.031,0.639,0.0,0.0463,0.819,94.493,4,14524.0,['ranchera'],Los Troqueros,35,1971.0,0
Las Higueras,32,142893,0,0.778,0.387,7,-7.782,1,0.0373,0.452,0.0,0.0927,0.922,113.32,4,14524.0,['ranchera'],Los Troqueros,35,1971.0,0
El Troquero,27,171467,0,0.78,0.4,7,-8.821,1,0.0387,0.504,3.9e-05,0.126,0.974,112.453,4,14524.0,['ranchera'],Los Troqueros,35,1971.0,0
La de los Hoyitos,27,145760,0,0.869,0.396,7,-9.737,1,0.0432,0.289,0.000248,0.069,0.899,113.02,4,14524.0,['ranchera'],Los Troqueros,35,1971.0,0
Chaparrita Cuerpo de Uva,22,125227,0,0.712,0.413,7,-9.495,1,0.0343,0.462,0.0,0.307,0.96,117.202,4,14524.0,['ranchera'],Los Troqueros,35,1971.0,0
Allá Te Espero,21,155427,0,0.813,0.38,5,-7.755,1,0.0445,0.707,0.0,0.399,0.963,114.203,4,14524.0,['ranchera'],Los Troqueros,35,1971.0,0
La Chatita,19,167467,0,0.749,0.365,7,-9.382,1,0.0387,0.222,0.000164,0.0367,0.962,116.971,4,14524.0,['ranchera'],Los Troqueros,35,1971.0,0
Pasos Contados,18,166040,0,0.552,0.331,7,-9.978,1,0.0341,0.47,5.06e-05,0.0835,0.859,185.048,3,14524.0,['ranchera'],Los Troqueros,35,1971.0,0
Dos Acordeones,18,151973,0,0.779,0.427,7,-9.142,1,0.0379,0.263,8.69e-06,0.0336,0.966,116.185,4,14524.0,['ranchera'],Los Troqueros,35,1971.0,0
Los Matacuaces,18,223427,0,0.686,0.323,7,-10.376,1,0.0316,0.182,0.0,0.0684,0.961,112.188,4,14524.0,['ranchera'],Los Troqueros,35,1971.0,0
Morena de Ojitos Cafés,17,139507,0,0.751,0.471,7,-8.984,1,0.0338,0.484,0.000221,0.0626,0.954,114.864,4,14524.0,['ranchera'],Los Troqueros,35,1971.0,0
Por Culpa de Esa Mujer,17,148840,0,0.519,0.43,7,-9.174,1,0.0376,0.422,0.0,0.114,0.893,182.213,3,14524.0,['ranchera'],Los Troqueros,35,1971.0,0
La del Pelo Negro,16,128227,0,0.817,0.483,7,-9.073,1,0.0412,0.502,0.0,0.0291,0.975,114.477,4,14524.0,['ranchera'],Los Troqueros,35,1971.0,0
Ahora Sí,16,177773,0,0.774,0.385,7,-9.31,1,0.0345,0.391,3.06e-05,0.0535,0.966,115.214,4,14524.0,['ranchera'],Los Troqueros,35,1971.0,0
Lake Shore Drive,68,235173,0,0.434,0.885,4,-7.367,1,0.0396,0.204,0.0,0.0811,0.843,93.999,4,13211.0,['classic rock'],Aliotta Haynes Jeremiah,54,1972.0,0
For Eddy,24,225933,0,0.593,0.228,11,-16.905,1,0.0433,0.848,6.45e-05,0.114,0.27,117.57,3,13211.0,['classic rock'],Aliotta Haynes Jeremiah,54,1972.0,2
Snow Queen,23,272840,0,0.328,0.646,2,-9.122,1,0.0331,0.0589,1.11e-05,0.306,0.44,78.331,4,13211.0,['classic rock'],Aliotta Haynes Jeremiah,54,1972.0,0
Midnight Plane To Nairobi,19,248400,0,0.582,0.649,11,-11.491,0,0.0309,0.674,0.00118,0.172,0.929,141.647,4,13211.0,['classic rock'],Aliotta Haynes Jeremiah,54,1972.0,0
Shot Of Gold,21,278867,0,0.368,0.763,7,-9.784,1,0.0377,0.176,3.46e-06,0.076,0.782,79.334,4,13211.0,['classic rock'],Aliotta Haynes Jeremiah,54,1972.0,0
One Night Stand,16,218560,0,0.336,0.329,4,-16.869,1,0.0307,0.846,0.0,0.0718,0.557,82.689,4,13211.0,['classic rock'],Aliotta Haynes Jeremiah,54,1972.0,2
Une belle histoire,23,195240,0,0.403,0.493,9,-11.813,0,0.045,0.376,0.0,0.0972,0.603,166.392,4,16464.0,['chanson'],Michel Fugain & Le Big Bazar,50,1996.0,0
Seasons in the Sun,59,209347,0,0.678,0.611,6,-8.306,1,0.0506,0.777,0.0,0.175,0.821,98.949,4,20243.0,['classic uk pop'],Terry Jacks,50,1972.0,0
In the Ghetto,28,158293,0,0.292,0.371,9,-14.131,1,0.0364,0.263,0.000839,0.112,0.242,176.232,4,39868.0,['bubblegum pop'],Mac Davis,45,1972.0,2
Sliced Tomatoes,51,142693,0,0.703,0.717,0,-8.954,1,0.0448,7.81e-05,0.871,0.0418,0.931,151.903,4,999.0,['northern soul'],Just Brothers,37,1972.0,0
