name_song,popularity_songs,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,followers,genres,name_artists,popularity_artists,release_year,cluster
La Java,0,161427,0,0.563,0.184,4,-13.757,1,0.0512,0.993,1.55e-05,0.325,0.654,133.088,3,5078.0,['vintage chanson'],Mistinguett,22,1922.0,2
En Douce,0,223440,0,0.427,0.18,10,-15.375,1,0.067,0.989,0.0,0.128,0.431,78.459,3,5078.0,['vintage chanson'],Mistinguett,22,1922.0,2
J'en Ai Marre,0,208267,0,0.511,0.206,0,-15.514,1,0.0592,0.995,0.0,0.418,0.481,70.443,4,5078.0,['vintage chanson'],Mistinguett,22,1922.0,2
Ils n'ont pas ca,0,161933,0,0.676,0.467,9,-12.393,0,0.165,0.991,0.0,0.219,0.726,129.775,4,5078.0,['vintage chanson'],Mistinguett,22,1924.0,2
La belote,0,167973,0,0.65,0.298,9,-13.806,1,0.138,0.991,0.0,0.373,0.844,75.95,4,5078.0,['vintage chanson'],Mistinguett,22,1924.0,2
Oh mademoiselle,0,158693,0,0.671,0.454,10,-14.39,1,0.279,0.988,0.0,0.318,0.852,121.611,4,5078.0,['vintage chanson'],Mistinguett,22,1924.0,2
Il m'a vue nue,0,196507,0,0.515,0.249,4,-9.382,1,0.0408,0.994,1.13e-05,0.314,0.592,72.791,4,5078.0,['vintage chanson'],Mistinguett,22,1925.0,2
Mon Bus'ness,0,172840,0,0.415,0.33,0,-14.533,1,0.128,0.978,0.0,0.32,0.719,72.96,4,5078.0,['vintage chanson'],Mistinguett,22,1925.0,2
Ça c'est Paris,0,172987,0,0.582,0.371,4,-9.032,1,0.0337,0.994,0.000647,0.0937,0.76,128.547,4,5078.0,['vintage chanson'],Mistinguett,22,1925.0,2
Le Fado,0,154733,0,0.537,0.383,1,-12.114,1,0.0567,0.992,4.08e-06,0.144,0.639,136.825,4,5078.0,['vintage chanson'],Mistinguett,22,1926.0,2
Valencia,0,171427,0,0.404,0.467,9,-12.8,0,0.0752,0.989,0.000134,0.201,0.72,68.586,3,5078.0,['vintage chanson'],Mistinguett,22,1926.0,2
J'suis Nature,0,180040,0,0.661,0.218,1,-13.066,1,0.0668,0.886,0.0,0.135,0.834,125.892,4,5078.0,['vintage chanson'],Mistinguett,22,1926.0,2
Il M'a Vue Nue,0,199227,0,0.474,0.142,4,-15.143,1,0.0408,0.95,0.0,0.223,0.722,74.006,4,5078.0,['vintage chanson'],Mistinguett,22,1927.0,2
Ça C'est Paris,0,175133,0,0.649,0.292,4,-10.492,1,0.0353,0.952,1.2e-05,0.0731,0.847,128.0,4,5078.0,['vintage chanson'],Mistinguett,22,1927.0,2
Parisette,1,164067,0,0.645,0.37,5,-12.21,1,0.0644,0.942,1.83e-06,0.0913,0.893,132.871,4,5078.0,['vintage chanson'],Mistinguett,22,1928.0,2
On M'suit,0,140867,0,0.76,0.366,2,-10.173,1,0.065,0.939,0.0,0.407,0.846,129.074,4,5078.0,['vintage chanson'],Mistinguett,22,1928.0,2
La Java De Doudoune,0,181800,0,0.598,0.277,7,-10.338,1,0.0495,0.91,0.0,0.266,0.744,75.772,4,5078.0,['vintage chanson'],Mistinguett,22,1928.0,2
Tout Ça C'est Pour Vous,0,164107,0,0.521,0.188,9,-12.262,1,0.0459,0.897,0.0,0.102,0.705,110.853,4,5078.0,['vintage chanson'],Mistinguett,22,1928.0,2
Gosse De Paris,0,194026,0,0.707,0.316,4,-12.235,1,0.221,0.98,0.0,0.0851,0.804,111.138,3,5078.0,['vintage chanson'],Mistinguett,22,1929.0,2
C'est Tout C'que J'ai,0,150047,0,0.637,0.184,7,-12.268,0,0.053,0.969,0.0,0.321,0.633,92.062,4,5078.0,['vintage chanson'],Mistinguett,22,1929.0,2
Rita,0,145914,0,0.646,0.376,0,-13.469,1,0.106,0.929,0.0,0.165,0.874,78.611,3,5078.0,['vintage chanson'],Mistinguett,22,1929.0,2
J'ai Des Touches,0,170173,0,0.717,0.231,0,-15.574,1,0.267,0.914,0.0,0.064,0.786,119.306,4,5078.0,['vintage chanson'],Mistinguett,22,1931.0,2
C'est Vrai,0,177640,0,0.711,0.193,7,-14.279,1,0.0923,0.954,0.0,0.148,0.833,126.836,4,5078.0,['vintage chanson'],Mistinguett,22,1935.0,2
Mon homme,28,192160,0,0.455,0.173,10,-19.015,1,0.0772,0.935,0.0,0.6,0.542,95.784,4,5078.0,['vintage chanson'],Mistinguett,22,1991.0,2
Elle Prend L'boulevard Magenta,0,172027,0,0.709,0.289,2,-14.978,1,0.18,0.967,0.0,0.119,0.84,107.515,4,294.0,['vintage chanson'],Félix Mayol,4,1922.0,2
Elle Vendait Des P'tits Gateaux,0,151573,0,0.716,0.301,5,-14.07,1,0.105,0.987,0.0,0.277,0.969,129.153,4,294.0,['vintage chanson'],Félix Mayol,4,1922.0,2
La Valse Du Faubourg,0,173427,0,0.623,0.292,4,-11.501,1,0.0558,0.978,0.0,0.341,0.934,61.28,3,294.0,['vintage chanson'],Félix Mayol,4,1923.0,2
Tout Doucement À Pas De Loup,0,201067,0,0.683,0.241,7,-14.603,1,0.375,0.957,0.00423,0.214,0.727,142.683,4,294.0,['vintage chanson'],Félix Mayol,4,1926.0,2
Mam'zell Accept'rez Vous,0,160427,0,0.673,0.252,3,-16.271,1,0.124,0.888,0.0442,0.069,0.766,94.972,4,294.0,['vintage chanson'],Félix Mayol,4,1927.0,2
Nuits De Chine,4,180800,0,0.42,0.288,7,-14.005,1,0.0701,0.994,0.000216,0.196,0.4,139.575,3,39.0,['vintage chanson'],Louis Lynel,2,1922.0,2
Les ménétriers,2,149760,0,0.522,0.303,2,-13.906,0,0.0793,0.995,2.46e-06,0.135,0.647,79.817,4,39.0,['vintage chanson'],Louis Lynel,2,1924.0,2
C'est La Mode Et Voila Tout,0,180400,0,0.592,0.408,10,-11.585,0,0.271,0.993,1.54e-06,0.413,0.766,81.126,4,28.0,['vintage chanson'],Perchicot,0,1922.0,2
La Ronde De Nuit,0,177400,0,0.55,0.31,10,-15.423,0,0.168,0.992,0.0,0.204,0.568,125.829,4,28.0,['vintage chanson'],Perchicot,0,1922.0,2
Quand On Aime On A Toujours Vingt Ans,0,198507,0,0.374,0.383,5,-15.804,1,0.188,0.987,0.0,0.241,0.524,169.836,4,28.0,['vintage chanson'],Perchicot,0,1923.0,2
Je N'suis Pas Celle Que Vous Croyez,0,185973,0,0.65,0.52,9,-12.068,1,0.0817,0.953,0.0,0.0629,0.888,131.367,3,28.0,['vintage chanson'],Perchicot,0,1925.0,2
Sous Le Soleil Marocain,0,205573,0,0.496,0.383,4,-11.25,1,0.0672,0.99,0.0,0.184,0.578,97.72,4,28.0,['vintage chanson'],Perchicot,0,1925.0,2
La Chanson Française,0,126867,0,0.569,0.312,5,-10.911,1,0.0919,0.993,7.26e-06,0.156,0.792,135.851,4,28.0,['vintage chanson'],Perchicot,0,1928.0,2
Dites Moi Doumergue,0,154691,0,0.71,0.561,5,-12.736,1,0.472,0.955,0.0,0.213,0.963,78.705,4,28.0,['vintage chanson'],Perchicot,0,1929.0,2
La Noce À Rebecca,0,140267,0,0.769,0.442,2,-12.697,0,0.273,0.989,1.27e-06,0.167,0.934,132.125,4,28.0,['vintage chanson'],Perchicot,0,1928.0,2
Le Tango Neurasthénique,0,187040,0,0.564,0.433,2,-14.619,0,0.356,0.979,3.74e-06,0.226,0.601,72.003,4,675.0,['vintage chanson'],Georgius,8,1922.0,2
Méfiez Vous D'anatole,0,192933,0,0.625,0.35,10,-15.916,1,0.312,0.984,0.0,0.0988,0.808,81.567,4,675.0,['vintage chanson'],Georgius,8,1922.0,2
Sur La Pointe Des Pieds,0,187733,0,0.528,0.343,0,-14.963,0,0.315,0.995,0.0,0.385,0.634,83.2,4,675.0,['vintage chanson'],Georgius,8,1922.0,2
Ma Gosse,0,204400,0,0.635,0.285,1,-16.475,1,0.217,0.98,0.0,0.446,0.759,123.849,4,675.0,['vintage chanson'],Georgius,8,1923.0,2
Il N'osait Pas Se Decider,0,182440,0,0.613,0.457,7,-15.501,1,0.51,0.976,0.0,0.192,0.706,76.682,4,675.0,['vintage chanson'],Georgius,8,1923.0,2
Passons la monnaie,0,197640,0,0.553,0.374,3,-11.64,1,0.329,0.991,0.0,0.159,0.513,85.914,1,675.0,['vintage chanson'],Georgius,8,1924.0,2
Par politesse,0,211040,0,0.527,0.329,8,-15.134,1,0.302,0.993,0.0,0.116,0.753,79.839,4,675.0,['vintage chanson'],Georgius,8,1924.0,2
La plus bath des javas,0,194893,0,0.651,0.454,0,-12.764,1,0.169,0.993,0.0,0.278,0.826,80.1,4,675.0,['vintage chanson'],Georgius,8,1924.0,2
Hortensia Ou La Fille Du Jazz Band,0,196867,0,0.541,0.378,7,-15.167,1,0.0777,0.992,0.000102,0.131,0.733,140.419,4,675.0,['vintage chanson'],Georgius,8,1925.0,2
L'homme Du Milieu,0,196667,0,0.726,0.363,4,-15.093,1,0.0892,0.987,0.0,0.12,0.798,88.384,4,675.0,['vintage chanson'],Georgius,8,1925.0,2
Les Absents Ont Toujours Tort,0,177627,0,0.672,0.38,3,-14.833,1,0.212,0.994,0.0,0.426,0.911,120.162,4,675.0,['vintage chanson'],Georgius,8,1926.0,2
L'amour Excuse Tout,0,150640,0,0.655,0.433,6,-15.925,0,0.409,0.989,0.0,0.335,0.768,92.762,3,675.0,['vintage chanson'],Georgius,8,1926.0,2
Jacky Apprend Le Charleston,0,192573,0,0.616,0.345,3,-13.57,1,0.225,0.995,0.0,0.0835,0.676,118.375,5,675.0,['vintage chanson'],Georgius,8,1926.0,2
Y S'retourne Sur Toutes Les Femmes,0,174627,0,0.648,0.399,3,-11.759,1,0.315,0.995,0.0,0.145,0.879,129.826,4,675.0,['vintage chanson'],Georgius,8,1926.0,2
Veux Tu Que J'te Fasse Un Dessin,0,164440,0,0.625,0.295,7,-15.43,0,0.245,0.834,0.818,0.0971,0.52,127.33,4,675.0,['vintage chanson'],Georgius,8,1927.0,2
Qu'est Ce Qu'il Faut Faire Pour Gagner Son Beefsteak,0,185333,0,0.683,0.396,7,-14.554,0,0.392,0.828,0.00343,0.103,0.769,64.177,4,675.0,['vintage chanson'],Georgius,8,1927.0,2
Le Genre De La Maison,0,170493,0,0.7,0.518,7,-11.155,1,0.363,0.948,0.0,0.296,0.9,83.328,4,675.0,['vintage chanson'],Georgius,8,1928.0,2
Il Ne Faut Pas Qu'une Femme Entende Des Choses Comme Ça,0,170017,0,0.656,0.29,7,-13.385,1,0.145,0.908,0.0,0.466,0.8,127.505,4,675.0,['vintage chanson'],Georgius,8,1929.0,2
Les Moins De Cent Ans,0,175636,0,0.636,0.365,7,-13.011,1,0.321,0.832,0.0,0.138,0.799,143.499,4,675.0,['vintage chanson'],Georgius,8,1929.0,2
Le Piéton,0,164490,0,0.679,0.442,4,-12.63,1,0.466,0.903,0.0,0.128,0.764,112.733,5,675.0,['vintage chanson'],Georgius,8,1929.0,2
On L'appelait Fleur Des Fortifs,0,195667,0,0.644,0.297,4,-11.957,1,0.429,0.694,0.0,0.0783,0.764,98.965,3,675.0,['vintage chanson'],Georgius,8,1930.0,2
Oh Oh Il Travaille Du Chapeau,0,154924,0,0.706,0.392,4,-14.077,1,0.739,0.837,0.0,0.126,0.796,75.143,4,675.0,['vintage chanson'],Georgius,8,1932.0,2
Mes Parents Sont Venus Me Chercher,0,183840,0,0.554,0.204,7,-14.764,1,0.0598,0.995,1.24e-06,0.153,0.62,97.337,4,25.0,['vintage chanson'],Fortugé,0,1922.0,2
Antoine,0,165200,0,0.537,0.153,8,-15.217,1,0.0898,0.994,0.0,0.419,0.558,129.134,4,25.0,['vintage chanson'],Fortugé,0,1922.0,2
C'est Jeune Et Ca N'sait Pas,0,187933,0,0.687,0.173,5,-14.726,1,0.0772,0.993,0.0,0.86,0.765,114.198,4,25.0,['vintage chanson'],Fortugé,0,1923.0,2
La chanson du trombone,0,188067,0,0.526,0.151,10,-16.071,0,0.0696,0.995,0.0,0.376,0.484,81.288,4,25.0,['vintage chanson'],Fortugé,0,1924.0,2
West End Blues,18,195400,0,0.621,0.274,3,-12.094,1,0.0514,0.986,0.63,0.113,0.523,84.788,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1923.0,2
Muggles,14,168533,0,0.586,0.113,10,-12.211,1,0.0607,0.989,0.276,0.181,0.484,85.235,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1923.0,2
Beau Koo Jack,9,177240,0,0.733,0.418,3,-12.287,1,0.0765,0.949,0.792,0.229,0.961,121.289,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1923.0,2
Heebie Jeebies,8,172493,0,0.63,0.232,8,-13.627,1,0.0569,0.995,0.00627,0.124,0.59,164.027,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1923.0,2
Gut Bucket Blues,6,161800,0,0.602,0.216,0,-12.264,1,0.0676,0.996,0.524,0.0973,0.716,146.183,3,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1923.0,2
Skid-Dat-De-Dat,6,181027,0,0.658,0.0841,5,-14.759,1,0.0496,0.994,0.767,0.088,0.504,121.494,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1923.0,2
King Of The Zulas,5,183133,0,0.536,0.168,2,-15.701,1,0.114,0.994,0.121,0.29,0.554,169.061,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1923.0,2
Skip The Gutter,5,184133,0,0.653,0.131,8,-19.164,1,0.0628,0.977,0.733,0.6,0.593,124.1,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1923.0,2
Basin Street Blues - rec. 1928,6,197067,0,0.561,0.353,10,-9.617,1,0.0538,0.971,0.13,0.922,0.514,107.711,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1923.0,2
Cornet Chop Suey,5,194267,0,0.558,0.19,3,-14.621,1,0.0869,0.995,0.572,0.113,0.692,170.066,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1923.0,2
Tight Like This,4,197627,0,0.726,0.254,1,-10.298,0,0.124,0.982,0.33,0.0398,0.456,110.86,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1923.0,2
Two Deuces,4,172667,0,0.713,0.294,5,-10.672,1,0.073,0.963,0.348,0.387,0.558,85.299,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1923.0,2
Basin Street Blues - rec. 1928,4,207000,0,0.604,0.279,10,-11.588,1,0.0446,0.986,0.237,0.275,0.594,123.271,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1923.0,2
Savoy Blues,4,208040,0,0.811,0.151,7,-14.297,1,0.0823,0.986,0.869,0.0965,0.544,127.944,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1923.0,2
Big Butter And Egg Man,4,177093,0,0.699,0.273,7,-11.624,1,0.0886,0.995,0.367,0.108,0.895,102.375,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1923.0,2
Don't Forget To Mess Around,16,181933,0,0.634,0.335,5,-11.135,0,0.0646,0.992,0.0124,0.0919,0.774,101.383,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Heebie Jeebies,10,171733,0,0.668,0.321,1,-10.663,1,0.0916,0.983,2.67e-05,0.141,0.592,164.459,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
"Come Back, Sweet Papa",11,146240,0,0.775,0.302,0,-10.082,1,0.127,0.916,0.553,0.0369,0.924,99.518,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Gut Bucket Blues,9,159867,0,0.573,0.306,0,-9.597,1,0.0513,0.988,3.19e-05,0.0786,0.738,146.726,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Who'sit,8,163600,0,0.727,0.347,0,-10.413,1,0.0393,0.993,0.696,0.0718,0.868,106.336,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
You're Next,5,194600,0,0.626,0.227,8,-11.831,1,0.0581,0.985,0.0212,0.119,0.494,126.859,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
You're Next,6,194600,0,0.625,0.227,8,-11.828,1,0.0584,0.985,0.0216,0.119,0.474,126.859,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Muskrat Ramble,5,150133,0,0.668,0.342,8,-10.164,1,0.213,0.982,0.616,0.071,0.849,183.842,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Who'sit,5,163600,0,0.727,0.347,0,-10.413,1,0.0393,0.993,0.696,0.0718,0.868,106.336,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
My Heart,6,142907,0,0.696,0.463,0,-7.236,0,0.097,0.985,0.144,0.089,0.825,97.808,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Cornet Chop Suey,5,175027,0,0.628,0.278,5,-9.357,1,0.144,0.994,0.135,0.0617,0.77,97.268,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Heebie Jeebies,6,171733,0,0.668,0.321,1,-10.663,1,0.0916,0.983,2.67e-05,0.141,0.592,164.459,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Don't Forget To Mess Around,6,181933,0,0.634,0.335,5,-11.135,0,0.0646,0.992,0.0124,0.0919,0.774,101.381,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Georgia Grind,5,151560,0,0.733,0.209,8,-14.649,1,0.0603,0.908,0.0,0.178,0.7,140.38,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
"Come Back, Sweet Papa",5,146240,0,0.775,0.302,0,-10.082,1,0.125,0.916,0.538,0.0369,0.925,99.515,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Oriental Strut,5,179293,0,0.54,0.254,5,-11.859,1,0.0823,0.995,0.493,0.175,0.473,183.916,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Georgia Grind,5,151560,0,0.732,0.209,8,-14.649,1,0.0596,0.908,0.0,0.178,0.696,140.423,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Gut Bucket Blues,7,168400,0,0.618,0.141,11,-17.2,1,0.113,0.996,0.91,0.115,0.759,138.691,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Droppin' Shucks,6,170493,0,0.579,0.295,5,-9.23,1,0.132,0.993,0.145,0.24,0.767,176.628,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
West End Blues,5,198507,0,0.595,0.191,3,-13.623,1,0.0553,0.971,0.533,0.0881,0.338,83.579,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Yes! I'm in the Barrel,5,155973,0,0.729,0.277,5,-9.915,1,0.0859,0.995,0.0015,0.107,0.746,155.109,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
You Made Me Love You,0,171400,0,0.54,0.323,0,-10.095,1,0.174,0.994,0.0506,0.111,0.698,196.428,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Lonesome Blues,0,182200,0,0.593,0.191,10,-12.792,1,0.0404,0.987,0.0,0.093,0.318,83.735,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Irish Black Bottom,1,158467,0,0.725,0.355,2,-13.116,0,0.0734,0.873,4.24e-06,0.122,0.917,99.223,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Big Fat Ma and Skinny Pa,3,178000,0,0.593,0.343,3,-10.829,1,0.29,0.995,0.15,0.675,0.769,172.958,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Put 'Em Down Blues,0,192307,0,0.691,0.404,7,-10.591,1,0.0938,0.922,0.0135,0.175,0.87,101.211,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Muskrat Ramble,1,150133,0,0.673,0.342,8,-10.164,1,0.201,0.982,0.616,0.071,0.844,184.182,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Struttin' with Some Barbecue - 78 rpm Version,1,183947,0,0.732,0.327,8,-7.941,1,0.125,0.932,0.863,0.0481,0.885,95.97,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Big Fat Ma And Skinny Pa,0,178000,0,0.593,0.343,3,-10.829,1,0.29,0.995,0.15,0.675,0.769,172.958,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
West End Blues,0,198507,0,0.595,0.191,3,-13.623,1,0.0553,0.971,0.533,0.0881,0.338,83.579,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Skid-Dat-De-Dat,0,182400,0,0.668,0.151,0,-13.342,1,0.0482,0.968,0.0224,0.0851,0.609,122.072,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Don't Jive Me,1,166867,0,0.615,0.354,10,-12.111,1,0.0781,0.93,0.805,0.296,0.936,175.154,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Cornet Chop Suey - in Eb,1,195853,0,0.56,0.286,3,-9.316,1,0.149,0.995,0.59,0.134,0.725,170.478,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Georgia Grind,1,158360,0,0.816,0.111,7,-16.78,1,0.0789,0.996,0.136,0.36,0.564,133.454,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Skip the Gutter,2,187040,0,0.664,0.175,3,-14.673,1,0.0851,0.944,0.734,0.107,0.539,121.919,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Irish Black Bottom,0,158467,0,0.728,0.355,9,-13.116,0,0.0728,0.872,4.23e-06,0.122,0.919,99.269,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
My Heart,1,142907,0,0.696,0.463,0,-7.236,0,0.097,0.985,0.144,0.089,0.825,97.808,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
The Last Time,0,207413,0,0.628,0.267,0,-10.468,1,0.0846,0.93,0.03,0.138,0.839,157.093,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Once In a While,3,195773,0,0.769,0.35,7,-8.633,1,0.0644,0.862,0.837,0.0439,0.73,100.933,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Who'sit,1,175507,0,0.716,0.173,3,-16.527,0,0.0546,0.996,0.917,0.118,0.645,98.769,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Heebie Jeebies,1,171733,0,0.669,0.321,1,-10.675,1,0.104,0.983,2.39e-05,0.144,0.598,164.499,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Sugar Foot Strut,3,199000,0,0.615,0.364,3,-11.64,1,0.44,0.96,0.114,0.0817,0.894,182.964,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
I'm Gonna Gitcha,0,162560,0,0.552,0.354,2,-11.332,0,0.12,0.949,2.5e-05,0.162,0.904,202.05,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Basin Street Blues,0,194867,0,0.581,0.137,10,-14.072,1,0.049,0.825,4.63e-05,0.872,0.361,109.719,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Who'sit,0,163600,0,0.727,0.347,0,-10.413,1,0.0393,0.993,0.696,0.0718,0.868,106.336,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
"Come Back, Sweet Papa",3,151960,0,0.644,0.123,11,-18.648,1,0.394,0.995,0.858,0.218,0.787,189.67,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Basin Street Blues,0,194867,0,0.581,0.137,10,-14.072,1,0.0489,0.825,4.65e-05,0.872,0.361,109.721,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Struttin' With Some Barbecue - 78 rpm Version,0,183947,0,0.731,0.327,8,-7.941,1,0.125,0.932,0.863,0.0481,0.884,95.973,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Hotter Than That,3,182333,0,0.794,0.431,3,-9.439,1,0.0638,0.885,0.444,0.22,0.927,107.707,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Muskrat Ramble,1,150133,0,0.668,0.342,8,-10.164,1,0.213,0.982,0.616,0.071,0.849,183.842,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
I'm Gonna Gitcha,1,173760,0,0.568,0.156,11,-16.906,1,0.317,0.996,0.734,0.209,0.8,186.689,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
My Heart,1,142907,0,0.696,0.464,0,-7.236,0,0.0964,0.985,0.145,0.0904,0.825,97.808,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Cornet Chop Suey - in Eb,1,195853,0,0.559,0.286,3,-9.316,1,0.15,0.995,0.583,0.134,0.725,170.76,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Gut Bucket Blues,2,159867,0,0.574,0.308,0,-9.597,1,0.0509,0.988,2.4e-05,0.0786,0.739,146.726,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Savoy Blues,1,204947,0,0.795,0.292,7,-9.98,1,0.047,0.952,0.743,0.072,0.729,128.495,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Heebie Jeebies,1,181600,0,0.686,0.127,7,-17.711,1,0.0818,0.996,0.372,0.112,0.592,156.359,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Gut Bucket Blues,1,159867,0,0.573,0.306,0,-9.597,1,0.0513,0.988,3.19e-05,0.0786,0.738,146.726,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
I'm Gonna Gitcha,0,162560,0,0.552,0.354,2,-11.332,0,0.12,0.949,2.51e-05,0.162,0.904,201.978,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Georgia Grind,0,151560,0,0.733,0.209,8,-14.649,1,0.0603,0.908,0.0,0.178,0.7,140.38,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Big Butter And Egg Man,3,177240,0,0.65,0.297,7,-10.638,1,0.0856,0.993,0.0394,0.166,0.871,99.257,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Two Deuces,2,176107,0,0.713,0.207,5,-12.651,1,0.115,0.941,0.218,0.0621,0.47,83.828,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
Don't Jive Me,2,166867,0,0.615,0.354,10,-12.111,1,0.0778,0.931,0.796,0.296,0.935,175.153,4,21786.0,['new orleans jazz'],Louis Armstrong & His Hot Five,34,1925.0,2
